bag_size,num_features,num_models,fold,f1_score
0.5,0.5,50,4,0.9110169491525424
0.5,0.5,50,5,0.920754716981132
0.5,0.5,100,1,0.8755760368663594
0.5,0.5,100,2,0.9126984126984127
0.5,0.5,100,3,0.9124236252545825
0.5,0.5,100,4,0.9152542372881356
0.5,0.5,100,5,0.9187145557655955
0.5,0.6,5,1,0.8644859813084113
0.5,0.6,5,2,0.8906560636182904
0.5,0.6,5,3,0.8961303462321792
0.5,0.6,5,4,0.9090909090909091
0.5,0.6,5,5,0.9111531190926278
0.5,0.6,10,1,0.8729792147806005
0.5,0.6,10,2,0.9105367793240556
0.5,0.6,10,3,0.9190283400809717
0.5,0.6,10,4,0.9208333333333333
0.5,0.6,10,5,0.9265536723163841
0.5,0.6,20,1,0.8755760368663594
0.5,0.6,20,2,0.9169960474308301
0.5,0.6,20,3,0.9212121212121213
0.5,0.6,20,4,0.9230769230769231
0.5,0.6,20,5,0.9291044776119403
0.5,0.6,50,1,0.8761467889908259
0.5,0.6,50,2,0.9169960474308301
0.5,0.6,50,3,0.9255533199195172
0.5,0.6,50,4,0.9269311064718164
0.5,0.6,50,5,0.9291044776119403
0.5,0.6,100,1,0.8735632183908045
0.5,0.6,100,2,0.9169960474308301
0.5,0.6,100,3,0.9212121212121213
0.5,0.6,100,4,0.9269311064718164
0.5,0.6,100,5,0.9291044776119403
0.5,0.7,5,1,0.8604651162790697
0.5,0.7,5,2,0.8932806324110671
0.5,0.7,5,3,0.8987854251012146
0.5,0.7,5,4,0.9135802469135803
0.5,0.7,5,5,0.9073724007561437
0.5,0.7,10,1,0.8735632183908045
0.5,0.7,10,2,0.9173228346456692
0.5,0.7,10,3,0.927710843373494
0.5,0.7,10,4,0.9256198347107438
0.5,0.7,10,5,0.931098696461825
0.5,0.7,20,1,0.8729792147806005
0.5,0.7,20,2,0.9155206286836935
0.5,0.7,20,3,0.9298597194388778
0.5,0.7,20,4,0.9291666666666667
0.5,0.7,20,5,0.9273743016759776
0.5,0.7,50,1,0.8735632183908045
0.5,0.7,50,2,0.9169960474308301
0.5,0.7,50,3,0.9282868525896415
0.5,0.7,50,4,0.9311064718162839
0.5,0.7,50,5,0.9291044776119403
0.5,0.7,100,1,0.8787185354691076
0.5,0.7,100,2,0.9173228346456692
0.5,0.7,100,3,0.927710843373494
0.5,0.7,100,4,0.9311064718162839
0.5,0.7,100,5,0.9291044776119403
0.5,0.8,5,1,0.8665105386416861
0.5,0.8,5,2,0.9043824701195218
0.5,0.8,5,3,0.9212121212121213
0.5,0.8,5,4,0.9121338912133891
0.5,0.8,5,5,0.9146110056925996
0.5,0.8,10,1,0.8750000000000001
0.5,0.8,10,2,0.9119999999999999
0.5,0.8,10,3,0.9319999999999999
0.5,0.8,10,4,0.9205020920502093
0.5,0.8,10,5,0.9271028037383177
0.5,0.8,20,1,0.8761467889908259
0.5,0.8,20,2,0.9191321499013807
0.5,0.8,20,3,0.9322709163346613
0.5,0.8,20,4,0.9288702928870293
0.5,0.8,20,5,0.9213483146067415
0.5,0.8,50,1,0.8735632183908045
0.5,0.8,50,2,0.921259842519685
0.5,0.8,50,3,0.9346534653465347
0.5,0.8,50,4,0.9288702928870293
0.5,0.8,50,5,0.9233644859813084
0.5,0.8,100,1,0.8761467889908259
0.5,0.8,100,2,0.9194499017681729
0.5,0.8,100,3,0.9346534653465347
0.5,0.8,100,4,0.9288702928870293
0.5,0.8,100,5,0.9233644859813084
0.6,0.4,5,1,0.8638497652582159
0.6,0.4,5,2,0.9038854805725972
0.6,0.4,5,3,0.9049586776859504
0.6,0.4,5,4,0.8840262582056894
0.6,0.4,5,5,0.9090909090909091
0.6,0.4,10,1,0.8421052631578947
0.6,0.4,10,2,0.8925619834710745
0.6,0.4,10,3,0.8818565400843882
0.6,0.4,10,4,0.8965517241379312
0.6,0.4,10,5,0.9013539651837525
0.6,0.4,20,1,0.8448687350835321
0.6,0.4,20,2,0.8865979381443299
0.6,0.4,20,3,0.887029288702929
0.6,0.4,20,4,0.9017094017094017
0.6,0.4,20,5,0.9069767441860465
0.6,0.4,50,1,0.8441247002398081
0.6,0.4,50,2,0.8838174273858921
0.6,0.4,50,3,0.8776371308016878
0.6,0.4,50,4,0.8922413793103449
0.6,0.4,50,5,0.9034749034749034
0.6,0.4,100,1,0.8441247002398081
0.6,0.4,100,2,0.884297520661157
0.6,0.4,100,3,0.8846960167714885
0.6,0.4,100,4,0.8965517241379312
0.6,0.4,100,5,0.9005847953216374
0.6,0.5,5,1,0.8744186046511627
0.6,0.5,5,2,0.9046653144016227
0.6,0.5,5,3,0.9168356997971602
0.6,0.5,5,4,0.9071729957805907
0.6,0.5,5,5,0.920754716981132
0.6,0.5,10,1,0.8723897911832947
0.6,0.5,10,2,0.905050505050505
0.6,0.5,10,3,0.9102040816326532
0.6,0.5,10,4,0.9083155650319829
0.6,0.5,10,5,0.9227871939736346
0.6,0.5,20,1,0.8744186046511627
0.6,0.5,20,2,0.9065040650406505
0.6,0.5,20,3,0.9124236252545825
0.6,0.5,20,4,0.9083155650319829
0.6,0.5,20,5,0.9166666666666667
0.6,0.5,50,1,0.8658823529411764
0.6,0.5,50,2,0.9020408163265305
0.6,0.5,50,3,0.9098360655737706
0.6,0.5,50,4,0.9059829059829059
0.6,0.5,50,5,0.916030534351145
0.6,0.5,100,1,0.8679245283018867
0.6,0.5,100,2,0.9087221095334685
0.6,0.5,100,3,0.9053497942386831
0.6,0.5,100,4,0.9012875536480687
0.6,0.5,100,5,0.9157088122605365
0.6,0.6,5,1,0.8775981524249423
0.6,0.6,5,2,0.9176470588235294
0.6,0.6,5,3,0.9309664694280078
0.6,0.6,5,4,0.9159663865546219
0.6,0.6,5,5,0.9271028037383177
0.6,0.6,10,1,0.8709677419354839
0.6,0.6,10,2,0.9227722772277228
0.6,0.6,10,3,0.934131736526946
0.6,0.6,10,4,0.9221052631578949
0.6,0.6,10,5,0.930841121495327
0.6,0.6,20,1,0.8709677419354839
0.6,0.6,20,2,0.9249011857707509
0.6,0.6,20,3,0.934131736526946
0.6,0.6,20,4,0.9221052631578949
0.6,0.6,20,5,0.9268292682926829
0.6,0.6,50,1,0.8657407407407408
0.6,0.6,50,2,0.9181636726546907
0.6,0.6,50,3,0.9252525252525253
0.6,0.6,50,4,0.9221052631578949
0.6,0.6,50,5,0.924812030075188
0.6,0.6,100,1,0.8677494199535962
0.6,0.6,100,2,0.9178356713426854
0.6,0.6,100,3,0.9208924949290062
0.6,0.6,100,4,0.9129511677282378
0.6,0.6,100,5,0.9166666666666667
0.6,0.7,5,1,0.8729792147806005
0.6,0.7,5,2,0.9025844930417495
0.6,0.7,5,3,0.928
0.6,0.7,5,4,0.9121338912133891
0.6,0.7,5,5,0.924812030075188
0.6,0.7,10,1,0.8735632183908045
0.6,0.7,10,2,0.9227722772277228
0.6,0.7,10,3,0.9319999999999999
0.6,0.7,10,4,0.9201680672268907
0.6,0.7,10,5,0.930841121495327
0.6,0.7,20,1,0.8709677419354839
0.6,0.7,20,2,0.9181636726546907
0.6,0.7,20,3,0.9298597194388778
0.6,0.7,20,4,0.9198312236286921
0.6,0.7,20,5,0.9210526315789473
0.6,0.7,50,1,0.8683602771362585
0.6,0.7,50,2,0.9181636726546907
0.6,0.7,50,3,0.9255533199195172
0.6,0.7,50,4,0.9152542372881356
0.6,0.7,50,5,0.9250936329588015
0.6,0.7,100,1,0.8709677419354839
0.6,0.7,100,2,0.9181636726546907
0.6,0.7,100,3,0.9295774647887325
0.6,0.7,100,4,0.9152542372881356
0.6,0.7,100,5,0.9210526315789473
0.6,0.8,5,1,0.8807339449541284
0.6,0.8,5,2,0.9051383399209485
0.6,0.8,5,3,0.9343936381709741
0.6,0.8,5,4,0.9311064718162839
0.6,0.8,5,5,0.931098696461825
0.6,0.8,10,1,0.8787185354691076
0.6,0.8,10,2,0.9191321499013807
0.6,0.8,10,3,0.9404761904761904
0.6,0.8,10,4,0.9336099585062241
0.6,0.8,10,5,0.9333333333333333
0.6,0.8,20,1,0.8761467889908259
0.6,0.8,20,2,0.9230769230769231
0.6,0.8,20,3,0.9343936381709741
0.6,0.8,20,4,0.9311064718162839
0.6,0.8,20,5,0.9273743016759776
0.6,0.8,50,1,0.8761467889908259
0.6,0.8,50,2,0.9191321499013807
0.6,0.8,50,3,0.9346534653465347
0.6,0.8,50,4,0.9311064718162839
0.6,0.8,50,5,0.9293680297397771
0.6,0.8,100,1,0.8787185354691076
0.6,0.8,100,2,0.9251968503937008
0.6,0.8,100,3,0.9383697813121272
0.6,0.8,100,4,0.9311064718162839
0.6,0.8,100,5,0.9233644859813084
0.7,0.4,5,1,0.8651162790697674
0.7,0.4,5,2,0.9123505976095618
0.7,0.4,5,3,0.9079754601226994
0.7,0.4,5,4,0.9139344262295082
0.7,0.4,5,5,0.8775894538606402
0.7,0.4,10,1,0.8729792147806005
0.7,0.4,10,2,0.9130434782608695
0.7,0.4,10,3,0.9168356997971602
0.7,0.4,10,4,0.9287169042769857
0.7,0.4,10,5,0.922509225092251
0.7,0.4,20,1,0.8764568764568764
0.7,0.4,20,2,0.9068825910931175
0.7,0.4,20,3,0.9072164948453608
0.7,0.4,20,4,0.9059829059829059
0.7,0.4,20,5,0.9180952380952381
0.7,0.4,50,1,0.8738317757009345
0.7,0.4,50,2,0.8975409836065574
0.7,0.4,50,3,0.9030927835051545
0.7,0.4,50,4,0.9008620689655173
0.7,0.4,50,5,0.9069767441860465
0.7,0.4,100,1,0.8691588785046729
0.7,0.4,100,2,0.9068825910931175
0.7,0.4,100,3,0.9030927835051545
0.7,0.4,100,4,0.9017094017094017
0.7,0.4,100,5,0.9069767441860465
0.7,0.5,5,1,0.8775981524249423
0.7,0.5,5,2,0.9184890656063618
0.7,0.5,5,3,0.9190283400809717
0.7,0.5,5,4,0.9158110882956879
0.7,0.5,5,5,0.9276437847866419
0.7,0.5,10,1,0.8697674418604652
0.7,0.5,10,2,0.9112903225806451
0.7,0.5,10,3,0.9146341463414636
0.7,0.5,10,4,0.9182389937106918
0.7,0.5,10,5,0.9250936329588015
0.7,0.5,20,1,0.8705882352941177
0.7,0.5,20,2,0.9038854805725972
0.7,0.5,20,3,0.9072164948453608
0.7,0.5,20,4,0.9012875536480687
0.7,0.5,20,5,0.9216061185468452
0.7,0.5,50,1,0.8679245283018867
0.7,0.5,50,2,0.9016393442622951
0.7,0.5,50,3,0.9075975359342916
0.7,0.5,50,4,0.9036402569593147
0.7,0.5,50,5,0.9177820267686424
0.7,0.5,100,1,0.8703703703703703
0.7,0.5,100,2,0.9094567404426559
0.7,0.5,100,3,0.9230769230769231
0.7,0.5,100,4,0.9059829059829059
0.7,0.5,100,5,0.9125475285171102
0.7,0.6,5,1,0.8827586206896552
0.7,0.6,5,2,0.9166666666666667
0.7,0.6,5,3,0.927710843373494
0.7,0.6,5,4,0.926530612244898
0.7,0.6,5,5,0.9296296296296296
0.7,0.6,10,1,0.8744186046511627
0.7,0.6,10,2,0.9112903225806451
0.7,0.6,10,3,0.9164969450101834
0.7,0.6,10,4,0.9336099585062241
0.7,0.6,10,5,0.9190207156308852
0.7,0.6,20,1,0.8785046728971962
0.7,0.6,20,2,0.9105691056910569
0.7,0.6,20,3,0.9072164948453608
0.7,0.6,20,4,0.9129511677282378
0.7,0.6,20,5,0.9166666666666667
0.7,0.6,50,1,0.8744186046511627
0.7,0.6,50,2,0.9175050301810866
0.7,0.6,50,3,0.9230769230769231
0.7,0.6,50,4,0.9198312236286921
0.7,0.6,50,5,0.9169811320754717
0.7,0.6,100,1,0.8735632183908045
0.7,0.6,100,2,0.9203187250996016
0.7,0.6,100,3,0.9298597194388778
0.7,0.6,100,4,0.9221052631578949
0.7,0.6,100,5,0.9250936329588015
0.7,0.7,5,1,0.8735632183908045
0.7,0.7,5,2,0.9209486166007906
0.7,0.7,5,3,0.9298597194388778
0.7,0.7,5,4,0.9198312236286921
0.7,0.7,5,5,0.9333333333333333
0.7,0.7,10,1,0.8703703703703703
0.7,0.7,10,2,0.9184890656063618
0.7,0.7,10,3,0.9255533199195172
0.7,0.7,10,4,0.9106382978723403
0.7,0.7,10,5,0.9271028037383177
0.7,0.7,20,1,0.8764568764568764
0.7,0.7,20,2,0.9221556886227544
0.7,0.7,20,3,0.9271255060728745
0.7,0.7,20,4,0.9059829059829059
0.7,0.7,20,5,0.9210526315789473
0.7,0.7,50,1,0.8750000000000001
0.7,0.7,50,2,0.92
0.7,0.7,50,3,0.9338677354709418
0.7,0.7,50,4,0.9152542372881356
0.7,0.7,50,5,0.9152542372881356
0.7,0.7,100,1,0.8735632183908045
0.7,0.7,100,2,0.9224652087475149
0.7,0.7,100,3,0.9338677354709418
0.7,0.7,100,4,0.9152542372881356
0.7,0.7,100,5,0.923076923076923
0.7,0.8,5,1,0.8761467889908259
0.7,0.8,5,2,0.9236790606653622
0.7,0.8,5,3,0.9367588932806324
0.7,0.8,5,4,0.9313929313929314
0.7,0.8,5,5,0.9353049907578557
0.7,0.8,10,1,0.8761467889908259
0.7,0.8,10,2,0.9270216962524654
0.7,0.8,10,3,0.9367588932806324
0.7,0.8,10,4,0.9313929313929314
0.7,0.8,10,5,0.9296296296296296
0.7,0.8,20,1,0.8761467889908259
0.7,0.8,20,2,0.9270216962524654
0.7,0.8,20,3,0.9404761904761904
0.7,0.8,20,4,0.9266247379454927
0.7,0.8,20,5,0.9273743016759776
0.7,0.8,50,1,0.8761467889908259
0.7,0.8,50,2,0.9209486166007906
0.7,0.8,50,3,0.9386138613861387
0.7,0.8,50,4,0.9266247379454927
0.7,0.8,50,5,0.9236499068901303
0.7,0.8,100,1,0.8761467889908259
0.7,0.8,100,2,0.9215686274509804
0.7,0.8,100,3,0.9386138613861387
0.7,0.8,100,4,0.9266247379454927
0.7,0.8,100,5,0.9293680297397771
0.8,0.4,5,1,0.8296296296296296
0.8,0.4,5,2,0.8686440677966102
0.8,0.4,5,3,0.8351648351648352
0.8,0.4,5,4,0.8634361233480176
0.8,0.4,5,5,0.876984126984127
0.8,0.4,10,1,0.8433734939759036
0.8,0.4,10,2,0.8739495798319328
0.8,0.4,10,3,0.8528138528138527
0.8,0.4,10,4,0.8678414096916299
0.8,0.4,10,5,0.888015717092338
0.8,0.4,20,1,0.8509615384615385
0.8,0.4,20,2,0.8898128898128898
0.8,0.4,20,3,0.8771186440677966
0.8,0.4,20,4,0.8766519823788547
0.8,0.4,20,5,0.9105058365758755
0.8,0.4,50,1,0.8502415458937198
0.8,0.4,50,2,0.8898128898128898
0.8,0.4,50,3,0.8771186440677966
0.8,0.4,50,4,0.8741721854304635
0.8,0.4,50,5,0.9126213592233009
0.8,0.4,100,1,0.8530120481927712
0.8,0.4,100,2,0.892116182572614
0.8,0.4,100,3,0.8865546218487396
0.8,0.4,100,4,0.8815789473684211
0.8,0.4,100,5,0.9147286821705426
0.8,0.5,5,1,0.8584905660377358
0.8,0.5,5,2,0.9038854805725972
0.8,0.5,5,3,0.8958333333333334
0.8,0.5,5,4,0.902127659574468
0.8,0.5,5,5,0.9139579349904398
0.8,0.5,10,1,0.8578199052132701
0.8,0.5,10,2,0.9016393442622951
0.8,0.5,10,3,0.9117043121149897
0.8,0.5,10,4,0.9136842105263159
0.8,0.5,10,5,0.9104761904761904
0.8,0.5,20,1,0.8619047619047618
0.8,0.5,20,2,0.8993839835728953
0.8,0.5,20,3,0.9072164948453608
0.8,0.5,20,4,0.9059829059829059
0.8,0.5,20,5,0.915057915057915
0.8,0.5,50,1,0.8598574821852732
0.8,0.5,50,2,0.9083503054989817
0.8,0.5,50,3,0.9049586776859504
0.8,0.5,50,4,0.9055793991416308
0.8,0.5,50,5,0.9129593810444876
0.8,0.5,100,1,0.8605200945626477
0.8,0.5,100,2,0.9083503054989817
0.8,0.5,100,3,0.9004149377593361
0.8,0.5,100,4,0.9008620689655173
0.8,0.5,100,5,0.915057915057915
0.8,0.6,5,1,0.8483412322274881
0.8,0.6,5,2,0.8971193415637859
0.8,0.6,5,3,0.9061224489795919
0.8,0.6,5,4,0.9079497907949791
0.8,0.6,5,5,0.9177820267686424
0.8,0.6,10,1,0.8665105386416861
0.8,0.6,10,2,0.9038854805725972
0.8,0.6,10,3,0.9083503054989815
0.8,0.6,10,4,0.906054279749478
0.8,0.6,10,5,0.9201520912547528
0.8,0.6,20,1,0.8750000000000001
0.8,0.6,20,2,0.9193548387096774
0.8,0.6,20,3,0.9190283400809717
0.8,0.6,20,4,0.9129511677282378
0.8,0.6,20,5,0.9166666666666667
0.8,0.6,50,1,0.8744186046511627
0.8,0.6,50,2,0.9156626506024096
0.8,0.6,50,3,0.9255533199195172
0.8,0.6,50,4,0.9156118143459916
0.8,0.6,50,5,0.920754716981132
0.8,0.6,100,1,0.8764568764568764
0.8,0.6,100,2,0.9175050301810866
0.8,0.6,100,3,0.9274193548387097
0.8,0.6,100,4,0.9152542372881356
0.8,0.6,100,5,0.9187145557655955
0.8,0.7,5,1,0.8483412322274881
0.8,0.7,5,2,0.9068825910931175
0.8,0.7,5,3,0.910569105691057
0.8,0.7,5,4,0.9121338912133891
0.8,0.7,5,5,0.9184060721062618
0.8,0.7,10,1,0.8717948717948718
0.8,0.7,10,2,0.9178356713426854
0.8,0.7,10,3,0.9168356997971602
0.8,0.7,10,4,0.9071729957805907
0.8,0.7,10,5,0.9224952741020794
0.8,0.7,20,1,0.8723897911832947
0.8,0.7,20,2,0.9181636726546907
0.8,0.7,20,3,0.9212121212121213
0.8,0.7,20,4,0.9106382978723403
0.8,0.7,20,5,0.9166666666666667
0.8,0.7,50,1,0.8775981524249423
0.8,0.7,50,2,0.9141716566866267
0.8,0.7,50,3,0.9298597194388778
0.8,0.7,50,4,0.9221052631578949
0.8,0.7,50,5,0.9190207156308852
0.8,0.7,100,1,0.8801843317972351
0.8,0.7,100,2,0.9126984126984127
0.8,0.7,100,3,0.9255533199195172
0.8,0.7,100,4,0.9198312236286921
0.8,0.7,100,5,0.9250936329588015
0.8,0.8,5,1,0.8652482269503546
0.8,0.8,5,2,0.9112903225806451
0.8,0.8,5,3,0.9190283400809717
0.8,0.8,5,4,0.906054279749478
0.8,0.8,5,5,0.9111531190926278
0.8,0.8,10,1,0.8717948717948718
0.8,0.8,10,2,0.9218436873747495
0.8,0.8,10,3,0.9255533199195172
0.8,0.8,10,4,0.9090909090909091
0.8,0.8,10,5,0.9152542372881356
0.8,0.8,20,1,0.8787185354691076
0.8,0.8,20,2,0.9184890656063618
0.8,0.8,20,3,0.9301397205588823
0.8,0.8,20,4,0.9152542372881356
0.8,0.8,20,5,0.923076923076923
0.8,0.8,50,1,0.8735632183908045
0.8,0.8,50,2,0.9194499017681729
0.8,0.8,50,3,0.9304174950298211
0.8,0.8,50,4,0.9198312236286921
0.8,0.8,50,5,0.9253731343283582
0.8,0.8,100,1,0.8787185354691076
0.8,0.8,100,2,0.9173228346456692
0.8,0.8,100,3,0.9325396825396826
0.8,0.8,100,4,0.9266247379454927
0.8,0.8,100,5,0.9253731343283582
