bag_size,num_features,num_models,fold,f1_score
0.5,0.4,100,3,0.8932038834951457
0.5,0.4,100,4,0.8695652173913043
0.5,0.4,100,5,0.912621359223301
0.5,0.5,5,1,0.8775510204081632
0.5,0.5,5,2,0.88
0.5,0.5,5,3,0.8807339449541285
0.5,0.5,5,4,0.8695652173913043
0.5,0.5,5,5,0.9142857142857143
0.5,0.5,10,1,0.8865979381443299
0.5,0.5,10,2,0.8712871287128713
0.5,0.5,10,3,0.8807339449541285
0.5,0.5,10,4,0.8695652173913043
0.5,0.5,10,5,0.912621359223301
0.5,0.5,20,1,0.8865979381443299
0.5,0.5,20,2,0.88
0.5,0.5,20,3,0.8703703703703703
0.5,0.5,20,4,0.8602150537634409
0.5,0.5,20,5,0.912621359223301
0.5,0.5,50,1,0.86
0.5,0.5,50,2,0.8888888888888888
0.5,0.5,50,3,0.8679245283018868
0.5,0.5,50,4,0.8602150537634409
0.5,0.5,50,5,0.912621359223301
0.5,0.5,100,1,0.8686868686868687
0.5,0.5,100,2,0.8888888888888888
0.5,0.5,100,3,0.8932038834951457
0.5,0.5,100,4,0.8791208791208791
0.5,0.5,100,5,0.912621359223301
0.5,0.6,5,1,0.8865979381443299
0.5,0.6,5,2,0.8712871287128713
0.5,0.6,5,3,0.8888888888888888
0.5,0.6,5,4,0.8602150537634409
0.5,0.6,5,5,0.9230769230769231
0.5,0.6,10,1,0.8865979381443299
0.5,0.6,10,2,0.88
0.5,0.6,10,3,0.897196261682243
0.5,0.6,10,4,0.8791208791208791
0.5,0.6,10,5,0.912621359223301
0.5,0.6,20,1,0.8686868686868687
0.5,0.6,20,2,0.8888888888888888
0.5,0.6,20,3,0.8867924528301887
0.5,0.6,20,4,0.8695652173913043
0.5,0.6,20,5,0.912621359223301
0.5,0.6,50,1,0.86
0.5,0.6,50,2,0.8888888888888888
0.5,0.6,50,3,0.8761904761904762
0.5,0.6,50,4,0.8695652173913043
0.5,0.6,50,5,0.912621359223301
0.5,0.6,100,1,0.86
0.5,0.6,100,2,0.8888888888888888
0.5,0.6,100,3,0.8846153846153846
0.5,0.6,100,4,0.8791208791208791
0.5,0.6,100,5,0.912621359223301
0.5,0.7,5,1,0.8775510204081632
0.5,0.7,5,2,0.8888888888888888
0.5,0.7,5,3,0.897196261682243
0.5,0.7,5,4,0.851063829787234
0.5,0.7,5,5,0.912621359223301
0.5,0.7,10,1,0.8775510204081632
0.5,0.7,10,2,0.8888888888888888
0.5,0.7,10,3,0.897196261682243
0.5,0.7,10,4,0.8695652173913043
0.5,0.7,10,5,0.9230769230769231
0.5,0.7,20,1,0.8775510204081632
0.5,0.7,20,2,0.8888888888888888
0.5,0.7,20,3,0.897196261682243
0.5,0.7,20,4,0.8695652173913043
0.5,0.7,20,5,0.912621359223301
0.5,0.7,50,1,0.8686868686868687
0.5,0.7,50,2,0.8888888888888888
0.5,0.7,50,3,0.8846153846153846
0.5,0.7,50,4,0.8695652173913043
0.5,0.7,50,5,0.912621359223301
0.5,0.7,100,1,0.8686868686868687
0.5,0.7,100,2,0.8888888888888888
0.5,0.7,100,3,0.8846153846153846
0.5,0.7,100,4,0.8888888888888888
0.5,0.7,100,5,0.9215686274509803
0.5,0.8,5,1,0.8775510204081632
0.5,0.8,5,2,0.8888888888888888
0.5,0.8,5,3,0.897196261682243
0.5,0.8,5,4,0.8602150537634409
0.5,0.8,5,5,0.912621359223301
0.5,0.8,10,1,0.8775510204081632
0.5,0.8,10,2,0.88
0.5,0.8,10,3,0.9056603773584906
0.5,0.8,10,4,0.8695652173913043
0.5,0.8,10,5,0.9230769230769231
0.5,0.8,20,1,0.8775510204081632
0.5,0.8,20,2,0.8888888888888888
0.5,0.8,20,3,0.897196261682243
0.5,0.8,20,4,0.8695652173913043
0.5,0.8,20,5,0.912621359223301
0.5,0.8,50,1,0.8686868686868687
0.5,0.8,50,2,0.8888888888888888
0.5,0.8,50,3,0.8952380952380953
0.5,0.8,50,4,0.8888888888888888
0.5,0.8,50,5,0.9215686274509803
0.5,0.8,100,1,0.8686868686868687
0.5,0.8,100,2,0.8888888888888888
0.5,0.8,100,3,0.8846153846153846
0.5,0.8,100,4,0.8791208791208791
0.5,0.8,100,5,0.9215686274509803
0.6,0.4,5,1,0.86
0.6,0.4,5,2,0.8712871287128713
0.6,0.4,5,3,0.8545454545454545
0.6,0.4,5,4,0.8602150537634409
0.6,0.4,5,5,0.9215686274509803
0.6,0.4,10,1,0.8865979381443299
0.6,0.4,10,2,0.8627450980392157
0.6,0.4,10,3,0.8490566037735849
0.6,0.4,10,4,0.8791208791208791
0.6,0.4,10,5,0.912621359223301
0.6,0.4,20,1,0.8775510204081632
0.6,0.4,20,2,0.8712871287128713
0.6,0.4,20,3,0.8598130841121495
0.6,0.4,20,4,0.8695652173913043
0.6,0.4,20,5,0.9215686274509803
0.6,0.4,50,1,0.8775510204081632
0.6,0.4,50,2,0.88
0.6,0.4,50,3,0.8737864077669902
0.6,0.4,50,4,0.8695652173913043
0.6,0.4,50,5,0.912621359223301
0.6,0.4,100,1,0.8686868686868687
0.6,0.4,100,2,0.8888888888888888
0.6,0.4,100,3,0.8823529411764706
0.6,0.4,100,4,0.8695652173913043
0.6,0.4,100,5,0.912621359223301
0.6,0.5,5,1,0.8686868686868687
0.6,0.5,5,2,0.86
0.6,0.5,5,3,0.8545454545454545
0.6,0.5,5,4,0.8602150537634409
0.6,0.5,5,5,0.9038461538461539
0.6,0.5,10,1,0.8775510204081632
0.6,0.5,10,2,0.8686868686868687
0.6,0.5,10,3,0.8411214953271028
0.6,0.5,10,4,0.8695652173913043
0.6,0.5,10,5,0.912621359223301
0.6,0.5,20,1,0.8686868686868687
0.6,0.5,20,2,0.88
0.6,0.5,20,3,0.8490566037735849
0.6,0.5,20,4,0.8695652173913043
0.6,0.5,20,5,0.9215686274509803
0.6,0.5,50,1,0.8686868686868687
0.6,0.5,50,2,0.88
0.6,0.5,50,3,0.8761904761904762
0.6,0.5,50,4,0.8791208791208791
0.6,0.5,50,5,0.9215686274509803
0.6,0.5,100,1,0.8686868686868687
0.6,0.5,100,2,0.8888888888888888
0.6,0.5,100,3,0.8653846153846154
0.6,0.5,100,4,0.8791208791208791
0.6,0.5,100,5,0.912621359223301
0.6,0.6,5,1,0.8775510204081632
0.6,0.6,5,2,0.88
0.6,0.6,5,3,0.8807339449541285
0.6,0.6,5,4,0.8602150537634409
0.6,0.6,5,5,0.912621359223301
0.6,0.6,10,1,0.8865979381443299
0.6,0.6,10,2,0.8888888888888888
0.6,0.6,10,3,0.8846153846153846
0.6,0.6,10,4,0.8888888888888888
0.6,0.6,10,5,0.912621359223301
0.6,0.6,20,1,0.8775510204081632
0.6,0.6,20,2,0.8888888888888888
0.6,0.6,20,3,0.8653846153846154
0.6,0.6,20,4,0.8791208791208791
0.6,0.6,20,5,0.912621359223301
0.6,0.6,50,1,0.8686868686868687
0.6,0.6,50,2,0.8888888888888888
0.6,0.6,50,3,0.8932038834951457
0.6,0.6,50,4,0.8791208791208791
0.6,0.6,50,5,0.912621359223301
0.6,0.6,100,1,0.8686868686868687
0.6,0.6,100,2,0.8888888888888888
0.6,0.6,100,3,0.8846153846153846
0.6,0.6,100,4,0.8888888888888888
0.6,0.6,100,5,0.912621359223301
0.6,0.7,5,1,0.8775510204081632
0.6,0.7,5,2,0.8888888888888888
0.6,0.7,5,3,0.8598130841121495
0.6,0.7,5,4,0.8602150537634409
0.6,0.7,5,5,0.9215686274509803
0.6,0.7,10,1,0.8865979381443299
0.6,0.7,10,2,0.8888888888888888
0.6,0.7,10,3,0.8761904761904762
0.6,0.7,10,4,0.8791208791208791
0.6,0.7,10,5,0.912621359223301
0.6,0.7,20,1,0.8686868686868687
0.6,0.7,20,2,0.8888888888888888
0.6,0.7,20,3,0.8679245283018868
0.6,0.7,20,4,0.8791208791208791
0.6,0.7,20,5,0.9215686274509803
0.6,0.7,50,1,0.8686868686868687
0.6,0.7,50,2,0.8888888888888888
0.6,0.7,50,3,0.8761904761904762
0.6,0.7,50,4,0.8888888888888888
0.6,0.7,50,5,0.9215686274509803
0.6,0.7,100,1,0.8686868686868687
0.6,0.7,100,2,0.8888888888888888
0.6,0.7,100,3,0.8761904761904762
0.6,0.7,100,4,0.8888888888888888
0.6,0.7,100,5,0.9215686274509803
0.6,0.8,5,1,0.8958333333333334
0.6,0.8,5,2,0.8888888888888888
0.6,0.8,5,3,0.8785046728971962
0.6,0.8,5,4,0.8602150537634409
0.6,0.8,5,5,0.9108910891089109
0.6,0.8,10,1,0.8865979381443299
0.6,0.8,10,2,0.88
0.6,0.8,10,3,0.8846153846153846
0.6,0.8,10,4,0.8888888888888888
0.6,0.8,10,5,0.9019607843137255
0.6,0.8,20,1,0.8686868686868687
0.6,0.8,20,2,0.8888888888888888
0.6,0.8,20,3,0.8679245283018868
0.6,0.8,20,4,0.8888888888888888
0.6,0.8,20,5,0.9215686274509803
0.6,0.8,50,1,0.8686868686868687
0.6,0.8,50,2,0.8888888888888888
0.6,0.8,50,3,0.8761904761904762
0.6,0.8,50,4,0.8888888888888888
0.6,0.8,50,5,0.9215686274509803
0.6,0.8,100,1,0.8686868686868687
0.6,0.8,100,2,0.8888888888888888
0.6,0.8,100,3,0.8761904761904762
0.6,0.8,100,4,0.8888888888888888
0.6,0.8,100,5,0.9215686274509803
0.7,0.4,5,1,0.8775510204081632
0.7,0.4,5,2,0.8888888888888888
0.7,0.4,5,3,0.8867924528301887
0.7,0.4,5,4,0.8695652173913043
0.7,0.4,5,5,0.912621359223301
0.7,0.4,10,1,0.8865979381443299
0.7,0.4,10,2,0.88
0.7,0.4,10,3,0.8598130841121495
0.7,0.4,10,4,0.851063829787234
0.7,0.4,10,5,0.912621359223301
0.7,0.4,20,1,0.8865979381443299
0.7,0.4,20,2,0.8888888888888888
0.7,0.4,20,3,0.8761904761904762
0.7,0.4,20,4,0.8421052631578947
0.7,0.4,20,5,0.912621359223301
0.7,0.4,50,1,0.8865979381443299
0.7,0.4,50,2,0.88
0.7,0.4,50,3,0.8737864077669902
0.7,0.4,50,4,0.8888888888888888
0.7,0.4,50,5,0.912621359223301
0.7,0.4,100,1,0.8686868686868687
0.7,0.4,100,2,0.8979591836734694
0.7,0.4,100,3,0.8823529411764706
0.7,0.4,100,4,0.8791208791208791
0.7,0.4,100,5,0.912621359223301
0.7,0.5,5,1,0.8775510204081632
0.7,0.5,5,2,0.88
0.7,0.5,5,3,0.8932038834951457
0.7,0.5,5,4,0.8791208791208791
0.7,0.5,5,5,0.912621359223301
0.7,0.5,10,1,0.8865979381443299
0.7,0.5,10,2,0.8888888888888888
0.7,0.5,10,3,0.8737864077669902
0.7,0.5,10,4,0.8602150537634409
0.7,0.5,10,5,0.912621359223301
0.7,0.5,20,1,0.8865979381443299
0.7,0.5,20,2,0.8979591836734694
0.7,0.5,20,3,0.8737864077669902
0.7,0.5,20,4,0.8695652173913043
0.7,0.5,20,5,0.912621359223301
0.7,0.5,50,1,0.8865979381443299
0.7,0.5,50,2,0.8888888888888888
0.7,0.5,50,3,0.8823529411764706
0.7,0.5,50,4,0.8888888888888888
0.7,0.5,50,5,0.912621359223301
0.7,0.5,100,1,0.8775510204081632
0.7,0.5,100,2,0.8979591836734694
0.7,0.5,100,3,0.8823529411764706
0.7,0.5,100,4,0.8888888888888888
0.7,0.5,100,5,0.912621359223301
0.7,0.6,5,1,0.8775510204081632
0.7,0.6,5,2,0.8865979381443299
0.7,0.6,5,3,0.8932038834951457
0.7,0.6,5,4,0.8888888888888888
0.7,0.6,5,5,0.912621359223301
0.7,0.6,10,1,0.8865979381443299
0.7,0.6,10,2,0.8979591836734694
0.7,0.6,10,3,0.8823529411764706
0.7,0.6,10,4,0.8791208791208791
0.7,0.6,10,5,0.912621359223301
0.7,0.6,20,1,0.8686868686868687
0.7,0.6,20,2,0.8888888888888888
0.7,0.6,20,3,0.8737864077669902
0.7,0.6,20,4,0.8791208791208791
0.7,0.6,20,5,0.912621359223301
0.7,0.6,50,1,0.8686868686868687
0.7,0.6,50,2,0.8888888888888888
0.7,0.6,50,3,0.8737864077669902
0.7,0.6,50,4,0.8888888888888888
0.7,0.6,50,5,0.9215686274509803
0.7,0.6,100,1,0.8686868686868687
0.7,0.6,100,2,0.8888888888888888
0.7,0.6,100,3,0.8737864077669902
0.7,0.6,100,4,0.8888888888888888
0.7,0.6,100,5,0.9215686274509803
0.7,0.7,5,1,0.8775510204081632
0.7,0.7,5,2,0.8888888888888888
0.7,0.7,5,3,0.8846153846153846
0.7,0.7,5,4,0.8695652173913043
0.7,0.7,5,5,0.912621359223301
0.7,0.7,10,1,0.8865979381443299
0.7,0.7,10,2,0.8888888888888888
0.7,0.7,10,3,0.8823529411764706
0.7,0.7,10,4,0.8888888888888888
0.7,0.7,10,5,0.912621359223301
0.7,0.7,20,1,0.8686868686868687
0.7,0.7,20,2,0.88
0.7,0.7,20,3,0.8846153846153846
0.7,0.7,20,4,0.8791208791208791
0.7,0.7,20,5,0.912621359223301
0.7,0.7,50,1,0.8686868686868687
0.7,0.7,50,2,0.8888888888888888
0.7,0.7,50,3,0.8846153846153846
0.7,0.7,50,4,0.898876404494382
0.7,0.7,50,5,0.9215686274509803
0.7,0.7,100,1,0.8686868686868687
0.7,0.7,100,2,0.8888888888888888
0.7,0.7,100,3,0.8846153846153846
0.7,0.7,100,4,0.8888888888888888
0.7,0.7,100,5,0.9215686274509803
0.7,0.8,5,1,0.8686868686868687
0.7,0.8,5,2,0.8888888888888888
0.7,0.8,5,3,0.8846153846153846
0.7,0.8,5,4,0.8695652173913043
0.7,0.8,5,5,0.912621359223301
0.7,0.8,10,1,0.8775510204081632
0.7,0.8,10,2,0.8888888888888888
0.7,0.8,10,3,0.8737864077669902
0.7,0.8,10,4,0.8791208791208791
0.7,0.8,10,5,0.912621359223301
0.7,0.8,20,1,0.8686868686868687
0.7,0.8,20,2,0.8888888888888888
0.7,0.8,20,3,0.8846153846153846
0.7,0.8,20,4,0.8888888888888888
0.7,0.8,20,5,0.9215686274509803
0.7,0.8,50,1,0.8686868686868687
0.7,0.8,50,2,0.8888888888888888
0.7,0.8,50,3,0.8846153846153846
0.7,0.8,50,4,0.898876404494382
0.7,0.8,50,5,0.9215686274509803
0.7,0.8,100,1,0.8686868686868687
0.7,0.8,100,2,0.8888888888888888
0.7,0.8,100,3,0.8761904761904762
0.7,0.8,100,4,0.8791208791208791
0.7,0.8,100,5,0.9215686274509803
0.8,0.4,5,1,0.8775510204081632
0.8,0.4,5,2,0.8865979381443299
0.8,0.4,5,3,0.8823529411764706
0.8,0.4,5,4,0.9090909090909091
0.8,0.4,5,5,0.912621359223301
0.8,0.4,10,1,0.8775510204081632
0.8,0.4,10,2,0.8979591836734694
0.8,0.4,10,3,0.8932038834951457
0.8,0.4,10,4,0.9090909090909091
0.8,0.4,10,5,0.912621359223301
0.8,0.4,20,1,0.8865979381443299
0.8,0.4,20,2,0.8888888888888888
0.8,0.4,20,3,0.8653846153846154
0.8,0.4,20,4,0.8888888888888888
0.8,0.4,20,5,0.912621359223301
0.8,0.4,50,1,0.8865979381443299
0.8,0.4,50,2,0.8979591836734694
0.8,0.4,50,3,0.8737864077669902
0.8,0.4,50,4,0.8695652173913043
0.8,0.4,50,5,0.912621359223301
0.8,0.4,100,1,0.8775510204081632
0.8,0.4,100,2,0.8979591836734694
0.8,0.4,100,3,0.8653846153846154
0.8,0.4,100,4,0.8888888888888888
0.8,0.4,100,5,0.912621359223301
0.8,0.5,5,1,0.8865979381443299
0.8,0.5,5,2,0.9072164948453608
0.8,0.5,5,3,0.8571428571428571
0.8,0.5,5,4,0.8602150537634409
0.8,0.5,5,5,0.912621359223301
0.8,0.5,10,1,0.8865979381443299
0.8,0.5,10,2,0.8979591836734694
0.8,0.5,10,3,0.8761904761904762
0.8,0.5,10,4,0.8888888888888888
0.8,0.5,10,5,0.912621359223301
0.8,0.5,20,1,0.8865979381443299
0.8,0.5,20,2,0.8979591836734694
0.8,0.5,20,3,0.8737864077669902
0.8,0.5,20,4,0.8695652173913043
0.8,0.5,20,5,0.912621359223301
0.8,0.5,50,1,0.8686868686868687
0.8,0.5,50,2,0.8979591836734694
0.8,0.5,50,3,0.8737864077669902
0.8,0.5,50,4,0.8695652173913043
0.8,0.5,50,5,0.912621359223301
0.8,0.5,100,1,0.8686868686868687
0.8,0.5,100,2,0.8979591836734694
0.8,0.5,100,3,0.8653846153846154
0.8,0.5,100,4,0.8888888888888888
0.8,0.5,100,5,0.912621359223301
0.8,0.6,5,1,0.8775510204081632
0.8,0.6,5,2,0.8888888888888888
0.8,0.6,5,3,0.8653846153846154
0.8,0.6,5,4,0.851063829787234
0.8,0.6,5,5,0.9215686274509803
0.8,0.6,10,1,0.8775510204081632
0.8,0.6,10,2,0.8888888888888888
0.8,0.6,10,3,0.8737864077669902
0.8,0.6,10,4,0.8791208791208791
0.8,0.6,10,5,0.912621359223301
0.8,0.6,20,1,0.8775510204081632
0.8,0.6,20,2,0.8888888888888888
0.8,0.6,20,3,0.8737864077669902
0.8,0.6,20,4,0.8888888888888888
0.8,0.6,20,5,0.9215686274509803
0.8,0.6,50,1,0.8686868686868687
0.8,0.6,50,2,0.8888888888888888
0.8,0.6,50,3,0.8737864077669902
0.8,0.6,50,4,0.8888888888888888
0.8,0.6,50,5,0.912621359223301
0.8,0.6,100,1,0.8686868686868687
0.8,0.6,100,2,0.8888888888888888
0.8,0.6,100,3,0.8653846153846154
0.8,0.6,100,4,0.8888888888888888
0.8,0.6,100,5,0.9215686274509803
0.8,0.7,5,1,0.8865979381443299
0.8,0.7,5,2,0.8888888888888888
0.8,0.7,5,3,0.8653846153846154
0.8,0.7,5,4,0.8695652173913043
0.8,0.7,5,5,0.912621359223301
0.8,0.7,10,1,0.8865979381443299
0.8,0.7,10,2,0.8888888888888888
0.8,0.7,10,3,0.8653846153846154
0.8,0.7,10,4,0.898876404494382
0.8,0.7,10,5,0.912621359223301
0.8,0.7,20,1,0.8865979381443299
0.8,0.7,20,2,0.8888888888888888
0.8,0.7,20,3,0.8737864077669902
0.8,0.7,20,4,0.8888888888888888
0.8,0.7,20,5,0.912621359223301
0.8,0.7,50,1,0.8686868686868687
0.8,0.7,50,2,0.8888888888888888
0.8,0.7,50,3,0.8737864077669902
0.8,0.7,50,4,0.898876404494382
0.8,0.7,50,5,0.9215686274509803
0.8,0.7,100,1,0.8686868686868687
0.8,0.7,100,2,0.8888888888888888
0.8,0.7,100,3,0.8653846153846154
0.8,0.7,100,4,0.8888888888888888
0.8,0.7,100,5,0.9215686274509803
0.8,0.8,5,1,0.8865979381443299
0.8,0.8,5,2,0.9072164948453608
0.8,0.8,5,3,0.8846153846153846
0.8,0.8,5,4,0.8791208791208791
0.8,0.8,5,5,0.912621359223301
0.8,0.8,10,1,0.8865979381443299
0.8,0.8,10,2,0.8888888888888888
0.8,0.8,10,3,0.8737864077669902
0.8,0.8,10,4,0.8888888888888888
0.8,0.8,10,5,0.912621359223301
0.8,0.8,20,1,0.8775510204081632
0.8,0.8,20,2,0.8888888888888888
0.8,0.8,20,3,0.8737864077669902
0.8,0.8,20,4,0.898876404494382
0.8,0.8,20,5,0.912621359223301
0.8,0.8,50,1,0.8686868686868687
0.8,0.8,50,2,0.8888888888888888
0.8,0.8,50,3,0.8737864077669902
0.8,0.8,50,4,0.898876404494382
0.8,0.8,50,5,0.9215686274509803
0.8,0.8,100,1,0.8686868686868687
0.8,0.8,100,2,0.8888888888888888
0.8,0.8,100,3,0.8761904761904762
0.8,0.8,100,4,0.8888888888888888
0.8,0.8,100,5,0.9215686274509803
